;SK_ID;CELL_LAC_ID
4501;1026;139284
4502;1026;278185
4503;1027;150971
4504;1027;295808
4505;1027;59503
4506;1027;10629
4507;1027;274398
4508;1028;100025
4509;1028;146614
4510;1028;248908
4511;1028;210684
4512;1028;224659
4513;1029;285051
4514;1029;112999
4515;1029;352190
4516;1029;189490
4517;1029;311540
4518;1030;42961
4519;1030;320909
4520;1030;106696
4521;1030;49473
4522;1030;352286
4523;1031;234048
4524;1031;74422
4525;1031;33272
4526;1031;70618
4527;1031;48418
4528;1032;349938
4529;1032;83843
4530;1032;215631
4531;1032;145817
4532;1032;349266
4533;1033;6608
4534;1033;104512
4535;1033;312971
4536;1033;56388
4537;1033;77100
4538;1034;14708
4539;1034;99534
4540;1034;67
4541;1034;93581
4542;1034;192580
4543;1035;63354
4544;1035;146479
4545;1035;181398
4546;1035;91607
4547;1035;204505
4548;1037;190760
4549;1037;72679
4550;1037;20123
4551;1037;202736
4552;1037;311938
4553;1038;224982
4554;1038;317475
4555;1038;127257
4556;1038;211847
4557;1038;72341
4558;1039;49923
4559;1039;86244
4560;1039;357715
4561;1039;107393
4562;1039;61372
4563;1041;113596
4564;1041;241726
4565;1041;214643
4566;1041;65097
4567;1042;173541
4568;1042;170759
4569;1042;30448
4570;1042;132897
4571;1042;319807
4572;1043;78673
4573;1043;203153
4574;1043;258576
4575;1043;146811
4576;1043;22372
4577;1044;370950
4578;1044;167630
4579;1044;360669
4580;1044;163242
4581;1044;331854
4582;1045;250853
4583;1045;174300
4584;1045;65551
4585;1045;306848
4586;1045;19130
4587;1046;218483
4588;1046;12103
4589;1046;95680
4590;1046;83558
4591;1046;1848
4592;1048;26880
4593;1048;36439
4594;1048;32663
4595;1048;168996
4596;1048;18759
4597;1049;181665
4598;1049;221417
4599;1049;278252
4600;1049;222167
4601;1049;38706
4602;1050;24826
4603;1050;154835
4604;1050;259617
4605;1050;273512
4606;1050;21055
4607;1051;18469
4608;1051;166662
4609;1051;192127
4610;1051;119549
4611;1051;57341
4612;1052;160363
4613;1052;18786
4614;1052;24330
4615;1052;5317
4616;1053;352476
4617;1053;170791
4618;1053;273619
4619;1053;206696
4620;1053;361793
4621;1054;370993
4622;1054;51135
4623;1054;294393
4624;1054;334969
4625;1054;296920
4626;1055;25295
4627;1055;128981
4628;1055;221467
4629;1056;308889
4630;1056;85100
4631;1056;298966
4632;1056;313793
4633;1056;336468
4634;1057;264102
4635;1057;125980
4636;1057;116685
4637;1057;256619
4638;1057;110058
4639;1058;324089
4640;1058;340369
4641;1058;157905
4642;1058;136128
4643;1058;285695
4644;1059;331176
4645;1059;16590
4646;1059;44967
4647;1059;339093
4648;1059;272707
4649;1060;198985
4650;1060;101187
4651;1060;151802
4652;1060;202638
4653;1060;229092
4654;1061;176133
4655;1061;212312
4656;1061;288966
4657;1061;52392
4658;1062;313204
4659;1062;99194
4660;1062;44150
4661;1062;172480
4662;1062;342488
4663;1063;237277
4664;1063;42835
4665;1063;103922
4666;1063;325435
4667;1063;331935
4668;1064;127180
4669;1064;205096
4670;1064;358996
4671;1064;164002
4672;1064;243520
4673;1065;90502
4674;1065;162626
4675;1065;26748
4676;1065;53203
4677;1065;367866
4678;1067;312396
4679;1067;252130
4680;1067;230339
4681;1067;233970
4682;1067;131644
4683;1068;176462
4684;1068;362338
4685;1068;237923
4686;1068;115917
4687;1068;201220
4688;1069;304788
4689;1069;247816
4690;1069;63915
4691;1069;134848
4692;1069;86171
4693;1070;257933
4694;1070;7978
4695;1070;155154
4696;1070;269169
4697;1070;104661
4698;1071;334133
4699;1071;110256
4700;1071;60914
4701;1071;114914
4702;1071;3251
4703;1072;227847
4704;1072;333114
4705;1072;196900
4706;1072;89589
4707;1072;329333
4708;1073;258377
4709;1073;216823
4710;1073;38562
4711;1073;8752
4712;1073;6821
4713;1074;170988
4714;1074;122804
4715;1074;189266
4716;1074;244097
4717;1074;270086
4718;1075;60750
4719;1075;49374
4720;1075;252073
4721;1075;308331
4722;1075;304381
4723;1076;293037
4724;1076;263592
4725;1076;244932
4726;1076;256807
4727;1076;357323
4728;1077;43017
4729;1077;179770
4730;1077;299310
4731;1077;48986
4732;1077;92085
4733;1078;223542
4734;1078;323122
4735;1078;344903
4736;1078;294234
4737;1078;261722
4738;1079;302878
4739;1079;230227
4740;1079;246860
4741;1079;64670
4742;1080;26101
4743;1080;91774
4744;1080;249002
4745;1080;215023
4746;1080;81449
4747;1081;110868
4748;1081;349872
4749;1081;185284
4750;1081;299206
4751;1081;121679
4752;1082;300181
4753;1082;34660
4754;1082;84012
4755;1082;256195
4756;1082;293415
4757;1083;74950
4758;1083;263439
4759;1083;171873
4760;1083;206790
4761;1083;30061
4762;1085;124385
4763;1085;255894
4764;1085;42540
4765;1085;49645
4766;1085;200029
4767;1086;239027
4768;1086;57838
4769;1086;14078
4770;1086;202899
4771;1086;291859
4772;1087;244466
4773;1087;81463
4774;1087;191781
4775;1087;366437
4776;1087;337064
4777;1089;126072
4778;1089;338815
4779;1089;260455
4780;1089;260111
4781;1089;56039
4782;1090;216997
4783;1090;323059
4784;1090;355262
4785;1090;138644
4786;1090;255013
4787;1091;19303
4788;1091;52089
4789;1091;174559
4790;1091;312157
4791;1091;182739
4792;1092;346994
4793;1092;196061
4794;1092;116085
4795;1092;152720
4796;1092;95362
4797;1094;321412
4798;1094;290447
4799;1094;135839
4800;1094;71986
4801;1094;152125
4802;1095;316777
4803;1095;22222
4804;1095;41078
4805;1095;202183
4806;1095;262134
4807;1096;158515
4808;1096;335645
4809;1096;56079
4810;1096;215453
4811;1096;365007
4812;1097;338207
4813;1097;335920
4814;1097;316253
4815;1097;319464
4816;1097;361892
4817;1098;65208
4818;1098;59167
4819;1098;44772
4820;1098;316161
4821;1098;65167
4822;1099;93676
4823;1099;108572
4824;1099;62969
4825;1099;354697
4826;1099;101989
4827;1100;225041
4828;1100;252899
4829;1100;222566
4830;1100;332700
4831;1100;65055
4832;1101;348181
4833;1101;133366
4834;1101;359125
4835;1101;69262
4836;1101;279376
4837;1102;98951
4838;1102;7852
4839;1102;104639
4840;1102;316478
4841;1102;68859
4842;1103;300008
4843;1103;324604
4844;1103;156210
4845;1103;319606
4846;1103;6947
4847;1104;128624
4848;1104;131546
4849;1104;191405
4850;1104;6567
4851;1104;198923
4852;1105;318125
4853;1105;74766
4854;1105;354143
4855;1105;180207
4856;1105;295107
4857;1106;346260
4858;1106;85548
4859;1106;168888
4860;1106;98958
4861;1106;99775
4862;1107;164581
4863;1107;354027
4864;1107;314906
4865;1107;153377
4866;1107;367042
4867;1108;247978
4868;1108;107157
4869;1108;77962
4870;1108;297295
4871;1108;138681
4872;1109;218818
4873;1109;1695
4874;1109;153883
4875;1109;161927
4876;1109;309361
4877;1110;112962
4878;1110;215053
4879;1110;171887
4880;1110;214817
4881;1111;180575
4882;1111;171310
4883;1111;148000
4884;1111;356307
4885;1111;120932
4886;1112;286514
4887;1112;167791
4888;1112;244808
4889;1113;165545
4890;1113;99344
4891;1113;106100
4892;1113;354550
4893;1113;23354
4894;1114;164363
4895;1114;206288
4896;1114;22775
4897;1114;249432
4898;1114;42729
4899;1115;127994
4900;1115;307336
4901;1115;54575
4902;1115;169719
4903;1115;97734
4904;1118;253408
4905;1118;278439
4906;1118;286593
4907;1118;356818
4908;1118;209732
4909;1119;216477
4910;1119;124687
4911;1119;163907
4912;1119;252114
4913;1119;164557
4914;1120;134277
4915;1120;204265
4916;1120;226016
4917;1120;338251
4918;1120;85213
4919;1121;320137
4920;1121;368123
4921;1121;89536
4922;1121;228530
4923;1121;71768
4924;1122;109385
4925;1122;210381
4926;1122;5834
4927;1122;127066
4928;1122;109028
4929;1123;368150
4930;1123;198712
4931;1123;299430
4932;1123;137526
4933;1123;240643
4934;1124;306433
4935;1124;104051
4936;1124;157623
4937;1124;325616
4938;1124;25714
4939;1125;4221
4940;1125;72692
4941;1125;191832
4942;1125;81975
4943;1125;170344
4944;1126;250856
4945;1126;276733
4946;1126;328396
4947;1126;50776
4948;1126;144003
4949;1127;231596
4950;1127;228142
4951;1127;352821
4952;1127;8802
4953;1127;47380
4954;1130;370219
4955;1130;221554
4956;1130;303173
4957;1130;61819
4958;1130;252351
4959;1131;147137
4960;1131;35216
4961;1131;135058
4962;1131;365000
4963;1131;305506
4964;1132;333042
4965;1132;312176
4966;1132;356153
4967;1132;270401
4968;1132;263080
4969;1133;210836
4970;1133;38260
4971;1133;12055
4972;1133;104625
4973;1133;282539
4974;1134;33553
4975;1134;41778
4976;1134;76813
4977;1134;256633
4978;1134;249
4979;1135;314558
4980;1135;336188
4981;1135;96424
4982;1135;211129
4983;1136;167807
4984;1136;104425
4985;1136;110697
4986;1136;208410
4987;1136;230791
4988;1138;154718
4989;1138;307300
4990;1138;88737
4991;1138;227541
4992;1138;4247
4993;1139;249390
4994;1139;225073
4995;1139;363641
4996;1139;302249
4997;1139;130660
4998;1140;122955
4999;1140;352791
5000;1140;343536
5001;1140;368319
5002;1140;188058
5003;1141;167681
5004;1141;206673
5005;1141;185456
5006;1141;257983
5007;1141;182503
5008;1142;127991
5009;1142;2431
5010;1142;93837
5011;1142;312718
5012;1142;242973
5013;1143;311274
5014;1143;90931
5015;1143;294266
5016;1143;91247
5017;1143;357072
5018;1144;363285
5019;1144;363983
5020;1144;73851
5021;1144;76140
5022;1144;279715
5023;1145;364148
5024;1145;4853
5025;1145;331875
5026;1145;57380
5027;1145;79015
5028;1146;38529
5029;1146;346256
5030;1146;167194
5031;1146;297872
5032;1146;362492
5033;1147;228300
5034;1147;101382
5035;1147;105173
5036;1147;76857
5037;1147;321653
5038;1148;222552
5039;1148;198489
5040;1148;164302
5041;1148;232929
5042;1148;133432
5043;1149;57456
5044;1149;367090
5045;1149;62200
5046;1149;78051
5047;1149;228663
5048;1150;83796
5049;1150;250432
5050;1150;164436
5051;1150;1817
5052;1150;40419
5053;1151;354806
5054;1151;85061
5055;1151;137609
5056;1151;288380
5057;1151;258598
5058;1152;82041
5059;1152;254083
5060;1152;311710
5061;1152;62093
5062;1152;325885
5063;1153;81690
5064;1153;240928
5065;1153;136650
5066;1153;363996
5067;1153;100454
5068;1155;21229
5069;1155;276940
5070;1155;2666
5071;1155;44780
5072;1155;36142
5073;1156;84101
5074;1156;171433
5075;1156;237196
5076;1156;293373
5077;1156;77012
5078;1157;348309
5079;1157;205193
5080;1157;97660
5081;1157;83099
5082;1157;6525
5083;1158;281068
5084;1158;127685
5085;1158;340516
5086;1158;221419
5087;1158;124759
5088;1159;87984
5089;1159;91066
5090;1159;290192
5091;1159;120237
5092;1159;109951
5093;1160;152231
5094;1160;324457
5095;1160;215056
5096;1160;140004
5097;1160;341725
5098;1161;337727
5099;1161;8762
5100;1161;13735
5101;1161;125271
5102;1161;85405
5103;1162;46935
5104;1162;363610
5105;1162;68495
5106;1162;241132
5107;1162;56071
5108;1164;295132
5109;1164;207742
5110;1164;54009
5111;1164;13876
5112;1164;65403
5113;1165;212010
5114;1165;105701
5115;1165;169060
5116;1165;240250
5117;1165;271645
5118;1166;210133
5119;1166;316518
5120;1166;61427
5121;1166;265243
5122;1166;200878
5123;1167;319042
5124;1167;247845
5125;1167;13394
5126;1167;285164
5127;1167;277070
5128;1168;121278
5129;1168;187154
5130;1168;251290
5131;1168;343693
5132;1168;352036
5133;1169;265748
5134;1169;226
5135;1169;24587
5136;1169;48975
5137;1169;353205
5138;1170;131232
5139;1170;131297
5140;1170;356477
5141;1170;263019
5142;1170;65238
5143;1171;150555
5144;1171;115045
5145;1171;194466
5146;1171;270074
5147;1171;142879
5148;1172;34064
5149;1172;243502
5150;1172;275763
5151;1172;184752
5152;1172;327997
5153;1173;294870
5154;1173;24697
5155;1173;298147
5156;1173;113424
5157;1173;131077
5158;1174;56540
5159;1174;34819
5160;1174;208977
5161;1174;76140
5162;1174;181119
5163;1175;60028
5164;1175;326023
5165;1175;246163
5166;1175;272551
5167;1175;305562
5168;1176;102499
5169;1176;255574
5170;1176;6795
5171;1176;180246
5172;1176;21066
5173;1177;108685
5174;1177;303912
5175;1177;319996
5176;1177;165603
5177;1177;175401
5178;1178;330173
5179;1178;79363
5180;1178;332657
5181;1178;32750
5182;1178;280230
5183;1180;71785
5184;1180;93153
5185;1180;339742
5186;1180;210481
5187;1180;231226
5188;1181;288695
5189;1181;196596
5190;1181;334226
5191;1181;298021
5192;1181;305986
5193;1183;79451
5194;1183;63155
5195;1183;9593
5196;1183;198525
5197;1183;5697
5198;1184;116722
5199;1184;25058
5200;1184;159844
5201;1184;258318
5202;1185;212151
5203;1185;6317
5204;1185;181188
5205;1185;163103
5206;1185;72059
5207;1186;310329
5208;1186;327806
5209;1186;105964
5210;1186;168660
5211;1186;265545
5212;1187;118094
5213;1187;110736
5214;1187;84695
5215;1187;149422
5216;1187;297766
5217;1188;287886
5218;1188;48257
5219;1188;12145
5220;1188;208336
5221;1188;209693
5222;1189;60305
5223;1189;27006
5224;1189;240148
5225;1189;89705
5226;1189;73442
5227;1191;86542
5228;1191;251131
5229;1191;321714
5230;1191;13774
5231;1191;213329
5232;1192;276431
5233;1192;296603
5234;1192;42154
5235;1192;98135
5236;1192;14698
5237;1194;131145
5238;1194;132905
5239;1194;265366
5240;1194;220884
5241;1194;282277
5242;1195;342978
5243;1195;80415
5244;1195;133415
5245;1195;358023
5246;1195;339141
5247;1196;357704
5248;1196;143957
5249;1196;251933
5250;1196;318023
5251;1196;319868
5252;1197;366739
5253;1197;46198
5254;1197;23427
5255;1197;194088
5256;1199;172099
5257;1199;303091
5258;1199;168579
5259;1199;232392
5260;1199;142684
5261;1200;53402
5262;1200;138985
5263;1200;21329
5264;1200;687
5265;1200;153253
5266;1201;13140
5267;1201;235171
5268;1201;184644
5269;1201;345190
5270;1201;126411
5271;1202;61727
5272;1202;92484
5273;1202;164787
5274;1202;305285
5275;1202;309421
5276;1203;232226
5277;1203;172606
5278;1204;58639
5279;1204;364793
5280;1204;231362
5281;1204;23823
5282;1204;253077
5283;1205;71873
5284;1205;24752
5285;1205;243716
5286;1205;7064
5287;1205;25002
5288;1206;4373
5289;1206;365575
5290;1206;221256
5291;1206;100637
5292;1207;304622
5293;1209;107005
5294;1209;245685
5295;1209;220422
5296;1209;46595
5297;1209;315100
5298;1210;242808
5299;1210;50366
5300;1210;223172
5301;1210;170766
5302;1212;281450
5303;1212;249167
5304;1212;345113
5305;1212;251078
5306;1213;91885
5307;1213;84684
5308;1213;264614
5309;1213;313724
5310;1213;232910
5311;1214;371221
5312;1214;280175
5313;1214;199030
5314;1214;251659
5315;1214;3889
5316;1215;118406
5317;1215;195159
5318;1215;166543
5319;1215;200440
5320;1216;243673
5321;1216;105102
5322;1216;268813
5323;1216;152812
5324;1216;283951
5325;1217;213647
5326;1217;130825
5327;1217;210233
5328;1217;201441
5329;1217;256343
5330;1218;360730
5331;1218;48606
5332;1218;368094
5333;1218;306230
5334;1218;177168
5335;1220;117312
5336;1220;368485
5337;1220;162549
5338;1220;309616
5339;1220;298847
5340;1221;363640
5341;1221;24687
5342;1222;148585
5343;1222;97056
5344;1222;132424
5345;1222;76744
5346;1223;225658
5347;1223;285006
5348;1223;171482
5349;1223;109584
5350;1224;131404
5351;1224;215479
5352;1224;25689
5353;1224;33338
5354;1224;18588
5355;1225;231305
5356;1225;325385
5357;1225;292584
5358;1225;320373
5359;1225;170427
5360;1226;35261
5361;1226;166926
5362;1226;130165
5363;1226;351780
5364;1226;98880
5365;1227;88844
5366;1227;340915
5367;1227;223755
5368;1227;125292
5369;1227;332175
5370;1228;44534
5371;1228;208758
5372;1228;17155
5373;1228;276653
5374;1228;51571
5375;1229;167619
5376;1229;173994
5377;1229;171687
5378;1229;301545
5379;1229;330042
5380;1230;362090
5381;1230;178830
5382;1230;179717
5383;1230;219535
5384;1230;89638
5385;1231;80885
5386;1231;240292
5387;1231;267311
5388;1231;355403
5389;1231;234250
5390;1232;148605
5391;1232;46084
5392;1232;311394
5393;1232;96634
5394;1232;30730
5395;1233;183595
5396;1233;193901
5397;1233;140983
5398;1233;70466
5399;1233;322854
5400;1234;353348
5401;1234;256943
5402;1234;301729
5403;1234;361321
5404;1234;307200
5405;1235;345836
5406;1235;298998
5407;1235;116390
5408;1235;196387
5409;1235;158760
5410;1236;332090
5411;1236;131865
5412;1236;354890
5413;1236;266862
5414;1236;268138
5415;1238;331627
5416;1238;66727
5417;1238;138576
5418;1238;200058
5419;1238;306796
5420;1239;174299
5421;1239;32262
5422;1239;240522
5423;1239;364154
5424;1239;280511
5425;1240;7697
5426;1240;51863
5427;1240;92818
5428;1240;286491
5429;1240;315702
5430;1241;147778
5431;1241;371366
5432;1241;324325
5433;1241;101540
5434;1241;2415
5435;1242;245899
5436;1242;25051
5437;1242;335581
5438;1242;106189
5439;1242;343287
5440;1243;316080
5441;1243;180422
5442;1243;255957
5443;1243;358618
5444;1243;309848
5445;1244;171657
5446;1244;114868
5447;1244;343212
5448;1244;350066
5449;1244;63442
5450;1245;161529
5451;1245;4788
5452;1245;340622
5453;1245;208995
5454;1245;56822
5455;1246;242785
5456;1246;232891
5457;1246;197016
5458;1246;121154
5459;1246;46343
5460;1247;340762
5461;1247;93260
5462;1247;190859
5463;1247;144484
5464;1247;296783
5465;1249;168376
5466;1249;60967
5467;1249;40117
5468;1249;309754
5469;1249;136701
5470;1250;12987
5471;1250;55951
5472;1250;77618
5473;1250;331889
5474;1250;310504
5475;1251;77518
5476;1251;338607
5477;1251;190666
5478;1251;36341
5479;1251;370242
5480;1252;198590
5481;1252;83479
5482;1252;261411
5483;1252;143529
5484;1252;177073
5485;1253;275358
5486;1253;11393
5487;1253;3249
5488;1253;167330
5489;1253;94338
5490;1254;88137
5491;1254;238691
5492;1254;124365
5493;1254;295918
5494;1254;242997
5495;1255;73292
5496;1255;291137
5497;1255;132926
5498;1255;309973
5499;1255;52442
5500;1256;245600
5501;1256;250179
5502;1256;172950
5503;1256;296957
5504;1256;243514
5505;1257;365154
5506;1257;261779
5507;1257;366489
5508;1257;220227
5509;1257;350943
5510;1258;68346
5511;1258;348472
5512;1258;322684
5513;1258;25836
5514;1258;180227
5515;1259;186601
5516;1259;44135
5517;1259;34960
5518;1259;225238
5519;1259;231025
5520;1260;51724
5521;1260;316538
5522;1260;766
5523;1260;143629
5524;1260;163269
5525;1261;237510
5526;1261;253102
5527;1261;208976
5528;1261;175514
5529;1261;349361
5530;1262;299361
5531;1262;201565
5532;1262;88220
5533;1262;128431
5534;1262;146519
5535;1263;253064
5536;1263;171426
5537;1263;218078
5538;1263;8148
5539;1263;298939
5540;1264;153381
5541;1264;205543
5542;1264;47986
5543;1264;108056
5544;1264;267427
5545;1265;236483
5546;1265;50773
5547;1265;356798
5548;1265;65561
5549;1265;350420
5550;1266;31554
5551;1266;368805
5552;1266;153033
5553;1266;21666
5554;1266;277180
5555;1268;171954
5556;1268;102837
5557;1268;46240
5558;1268;30745
5559;1268;335763
5560;1269;229376
5561;1269;108056
5562;1269;130034
5563;1269;281868
5564;1269;31919
5565;1270;12326
5566;1270;115289
5567;1270;120096
5568;1270;308674
5569;1270;298408
5570;1271;159506
5571;1271;65338
5572;1271;169276
5573;1271;305378
5574;1271;52358
5575;1272;121820
5576;1272;110820
5577;1272;25286
5578;1272;304776
5579;1272;322014
5580;1273;365226
5581;1273;298707
5582;1273;225252
5583;1273;231947
5584;1273;183433
5585;1275;205231
5586;1275;165849
5587;1275;146770
5588;1275;312382
5589;1275;362699
5590;1277;120861
5591;1277;270731
5592;1277;292510
5593;1277;10490
5594;1278;314168
5595;1278;316454
5596;1278;138276
5597;1278;71100
5598;1278;169235
5599;1279;245514
5600;1279;144819
5601;1279;14751
5602;1279;308770
5603;1279;148932
5604;1281;284755
5605;1281;186483
5606;1281;56263
5607;1281;21224
5608;1281;341437
5609;1282;369718
5610;1282;170493
5611;1282;33078
5612;1282;158635
5613;1282;2974
5614;1283;12987
5615;1283;55951
5616;1283;77618
5617;1283;369298
5618;1283;274944
5619;1284;222693
5620;1284;288308
5621;1284;229213
5622;1284;247878
5623;1284;260463
5624;1285;318845
5625;1285;180981
5626;1285;67081
5627;1285;275769
5628;1285;116321
5629;1286;157086
5630;1286;239555
5631;1286;254325
5632;1286;308729
5633;1286;4497
5634;1287;180523
5635;1287;361758
5636;1287;110878
5637;1287;277159
5638;1287;17838
5639;1288;31094
5640;1288;30896
5641;1288;156087
5642;1288;225714
5643;1288;334097
5644;1289;182401
5645;1289;77890
5646;1289;285938
5647;1289;62044
5648;1289;268805
5649;1290;308832
5650;1290;341057
5651;1290;226744
5652;1290;18115
5653;1290;193859
5654;1291;329038
5655;1291;96492
5656;1291;30150
5657;1291;275384
5658;1291;352163
5659;1292;328089
5660;1292;60457
5661;1292;30020
5662;1292;146472
5663;1292;77389
5664;1293;196592
5665;1293;255316
5666;1293;116591
5667;1293;13334
5668;1294;44616
5669;1294;274434
5670;1294;351115
5671;1294;304205
5672;1295;14625
5673;1295;276863
5674;1295;188568
5675;1295;124059
5676;1295;46537
5677;1296;188975
5678;1296;45703
5679;1296;329354
5680;1296;282029
5681;1296;362829
5682;1297;148492
5683;1297;174171
5684;1297;12626
5685;1297;325255
5686;1297;167910
5687;1298;168935
5688;1298;226020
5689;1298;81683
5690;1298;204013
5691;1298;355369
5692;1299;101529
5693;1299;475
5694;1299;30907
5695;1299;24955
5696;1299;323925
5697;1300;105166
5698;1300;25521
5699;1300;155438
5700;1300;189671
5701;1300;22004
5702;1301;114303
5703;1301;369801
5704;1301;69813
5705;1301;150864
5706;1302;239824
5707;1302;232117
5708;1302;169959
5709;1302;358224
5710;1302;10265
5711;1303;262588
5712;1303;77117
5713;1303;70411
5714;1303;185451
5715;1303;342221
5716;1304;239866
5717;1304;231610
5718;1304;54419
5719;1304;345493
5720;1304;6032
5721;1305;85190
5722;1305;273574
5723;1305;46535
5724;1305;355128
5725;1305;187057
5726;1306;236563
5727;1306;317881
5728;1306;126628
5729;1306;321463
5730;1306;65514
5731;1307;327908
5732;1307;239177
5733;1307;18943
5734;1307;279903
5735;1307;232189
5736;1308;161031
5737;1308;12919
5738;1308;225510
5739;1308;348420
5740;1308;198210
5741;1310;276608
5742;1310;126758
5743;1310;158717
5744;1310;359586
5745;1310;123227
5746;1311;310646
5747;1311;311890
5748;1311;80476
5749;1311;321926
5750;1311;49916
5751;1313;122453
5752;1313;272467
5753;1313;316548
5754;1313;69500
5755;1313;209809
5756;1314;87693
5757;1314;33219
5758;1314;344933
5759;1314;293676
5760;1314;228724
5761;1315;55485
5762;1315;4284
5763;1315;138823
5764;1315;91234
5765;1315;85647
5766;1316;64410
5767;1316;304765
5768;1316;82165
5769;1316;14217
5770;1316;202593
5771;1317;367905
5772;1317;147814
5773;1317;165672
5774;1317;132772
5775;1317;112628
5776;1318;24088
5777;1318;48877
5778;1318;32026
5779;1318;47948
5780;1318;35658
5781;1319;269322
5782;1319;11373
5783;1319;233549
5784;1319;93627
5785;1319;62107
5786;1321;158215
5787;1321;310528
5788;1321;322715
5789;1321;134673
5790;1321;145024
5791;1322;223635
5792;1322;40334
5793;1322;335724
5794;1322;122030
5795;1322;7917
5796;1323;252861
5797;1323;238651
5798;1323;125405
5799;1323;85591
5800;1323;299738
5801;1324;234872
5802;1324;273028
5803;1324;335485
5804;1324;301201
5805;1324;2437
5806;1325;168792
5807;1325;229606
5808;1325;261747
5809;1325;24985
5810;1325;306886
5811;1326;230993
5812;1326;25286
5813;1326;56538
5814;1326;181320
5815;1326;252114
5816;1327;297736
5817;1327;180660
5818;1327;268672
5819;1327;100956
5820;1327;137943
5821;1328;147246
5822;1328;5831
5823;1328;7493
5824;1328;287952
5825;1328;166257
5826;1329;295508
5827;1329;45501
5828;1329;270630
5829;1329;99030
5830;1329;120986
5831;1333;58312
5832;1333;195701
5833;1333;57104
5834;1333;322391
5835;1333;10956
5836;1334;67691
5837;1334;229262
5838;1334;123540
5839;1335;233526
5840;1335;5051
5841;1335;303311
5842;1335;241873
5843;1335;300670
5844;1336;105520
5845;1336;7399
5846;1336;91371
5847;1336;130038
5848;1336;186668
5849;1337;281701
5850;1337;37353
5851;1337;240100
5852;1337;12521
5853;1337;286458
5854;1338;22823
5855;1338;47134
5856;1338;10386
5857;1338;54586
5858;1338;32593
5859;1339;258167
5860;1339;254372
5861;1339;25014
5862;1339;114567
5863;1339;81808
5864;1340;215258
5865;1340;285417
5866;1340;66008
5867;1340;21158
5868;1340;303423
5869;1341;365848
5870;1341;190082
5871;1341;131417
5872;1341;226583
5873;1341;74714
5874;1342;120092
5875;1342;240711
5876;1342;272506
5877;1342;225733
5878;1342;211667
5879;1343;296807
5880;1343;14110
5881;1343;246097
5882;1343;358714
5883;1343;185636
5884;1344;116136
5885;1344;171290
5886;1344;73367
5887;1344;248590
5888;1344;341741
5889;1345;98417
5890;1345;219049
5891;1345;26539
5892;1345;298181
5893;1346;61858
5894;1346;134039
5895;1346;10825
5896;1346;236175
5897;1346;349196
5898;1347;165599
5899;1347;48718
5900;1347;204843
5901;1347;357659
5902;1347;187488
5903;1349;295024
5904;1349;277024
5905;1349;253293
5906;1349;162509
5907;1349;31449
5908;1350;153603
5909;1350;226560
5910;1350;165818
5911;1350;186797
5912;1350;50554
5913;1351;323555
5914;1351;242815
5915;1351;121922
5916;1351;174900
5917;1351;331258
5918;1352;187654
5919;1352;334508
5920;1352;27938
5921;1352;43958
5922;1352;154298
5923;1353;262886
5924;1353;350438
5925;1353;48570
5926;1353;188531
5927;1353;97297
5928;1354;333257
5929;1354;138913
5930;1354;166165
5931;1354;56098
5932;1354;227013
5933;1355;97927
5934;1355;146664
5935;1355;229231
5936;1355;43854
5937;1355;200809
5938;1356;288126
5939;1356;9209
5940;1356;362994
5941;1356;11003
5942;1356;369754
5943;1357;19543
5944;1357;312608
5945;1357;114913
5946;1357;178325
5947;1357;247331
5948;1358;167311
5949;1358;62757
5950;1358;88997
5951;1358;194600
5952;1358;155548
5953;1359;321414
5954;1359;61471
5955;1359;273014
5956;1359;109904
5957;1359;17779
5958;1360;113325
5959;1360;145397
5960;1360;296929
5961;1360;152
5962;1360;131372
5963;1362;137086
5964;1362;281500
5965;1362;169697
5966;1362;207482
5967;1363;97868
5968;1363;229107
5969;1363;312246
5970;1363;235196
5971;1363;315769
5972;1364;53601
5973;1364;139821
5974;1364;290703
5975;1364;237056
5976;1364;99039
5977;1365;256895
5978;1365;293580
5979;1365;277132
5980;1365;5159
5981;1365;193765
5982;1366;242337
5983;1366;50874
5984;1366;249125
5985;1366;329147
5986;1366;221763
5987;1367;234079
5988;1367;139440
5989;1367;185622
5990;1367;43146
5991;1367;39253
5992;1368;296240
5993;1368;51905
5994;1368;160341
5995;1368;168038
5996;1368;82898
5997;1369;174241
5998;1369;369411
5999;1369;334504
6000;1369;154176
6001;1370;327735
6002;1370;183032
6003;1370;134448
6004;1370;82668
6005;1370;161201
6006;1371;159350
6007;1371;165858
6008;1371;205773
6009;1371;327503
6010;1371;343519
6011;1372;88820
6012;1372;203535
6013;1372;369048
6014;1372;195806
6015;1372;341681
6016;1373;244278
6017;1373;318204
6018;1373;181849
6019;1373;349594
6020;1373;145165
6021;1376;81032
6022;1376;29817
6023;1376;252243
6024;1376;254887
6025;1376;250067
6026;1377;246429
6027;1377;229792
6028;1377;220737
6029;1377;82555
6030;1377;340684
6031;1378;305918
6032;1378;226589
6033;1378;287408
6034;1378;228454
6035;1378;15908
6036;1379;255006
6037;1379;110539
6038;1379;349039
6039;1379;343911
6040;1379;252595
6041;1380;309063
6042;1380;131462
6043;1380;180782
6044;1380;170802
6045;1380;71357
6046;1381;165260
6047;1381;349729
6048;1381;222372
6049;1381;322234
6050;1381;347591
6051;1382;151553
6052;1382;114594
6053;1382;304739
6054;1382;364851
